ticker,isin,shortname,fullname,industry,supersector,sector,subsector,listing_status,listing_date,trading_status,equity_type,equity_class,marketdata_currency,financial_currency,last_update,alsi_member,top40_member,irregular_flag
POTP,,,"Brian Porter Ld 5,5%Pref",Unclassified,Unclassified,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
BRN,,,Brimstone Inv Corp Ltd-N,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,CURRENT,,,,,,,2015-06-01,,,
BRM,ZAE000001137,BEARMAN,Bearing Man Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-09-01,,,
ODMP,,,Ocean Dia Min 6% Convprf,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-12-24,,,
BRE,GB00B06GJQ01,BRAEMORE,Braemore Resources Plc,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,DELISTED,,,,,,,2009-11-06,,,
BRC,ZAE000013611,BRANDCO,Brandcorp Holdings Ltd,Consumer Services,Retail,General Retailers,Broadline Retailers,DELISTED,,,,,,,2007-09-03,,,
BRA,0,BRACKEN,Bracken Mines Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1996-11-15,,,
APKP,,,Astrapak Limited Pref,Unclassified,Industrial Goods & Services,Unclassified,Containers & Packaging,CURRENT,,,,,,,2015-06-01,,,
HLHP,,,Hunt Leuchars 7% Comp Cp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-11-04,,,
TWR,,TOWER,Tower Property Fund Ltd,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
TWP,ZAE000110763,TWP,Twp Holdings Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,DELISTED,,,,,,,2009-12-18,,,
QCK,ZAE000005732,QUICKCO,Quick Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-28,,,
CNGP,,,Can Gallo Ltd 5% Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-07-19,,,
RKL,,,Rooikraal Foods Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-02-08,,,
COM.DEL,,,Chromecorp Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-12-31,,,
AMI,0,AMIC,Anglo Am Ind Corp Ld Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-02-05,,,
KLG,ZAE000003885,KELGRAN,Kelgran Ltd,Basic Materials,Basic Resources,Mining,Genral Mining,DELISTED,,,,,,,2008-07-25,,,
ESS,ZAE000018057,ESSENT,Essential Beverage Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-28,,,
ESR,,ESORFRANK,Esor Limited,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,CURRENT,,,,,,,2015-06-01,,,
MNY,,MONEYWB,Money Web Holdings Ltd,Consumer Services,Media,Media,Publishing,CURRENT,,,,,,,2015-06-01,,,
KLO,0,KLOOF,Kloof Gold Min Co Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1998-01-30,,,
IVTP,,,Invicta Hldgs Ltd Pref,Unclassified,Unclassified,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
ESC,ZAE000018065,ELSEC,Elvey Security technolgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-28,,,
BK1P,,BK PREFS,Bk One Limited Pref,Unclassified,Unclassified,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
ESL,ZAE000002473,EERSLNG,Eersteling Gold Min Co,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-06-14,,,
LNFO,,,Lonfin Fin Inv Grp Opt,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-11-02,,,
KOHP,,,Kohler Ltd 6.5% Cum Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-08-07,,,
MNP,,MONDIPLC,Mondi Plc,Basic Materials,Basic Resources,Forestry & Paper,Paper,CURRENT,,,,,,,2015-06-01,,,
MNR,0,MINORCO,Mincorco Societe Anonyme,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-05-21,,,
BLAP,,,Boland Bank Hldg 9.25% Cp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-08-30,,,
EOH,,EOH,Eoh Holdings Ltd,Technology,Technology,Software & Computer Services,Computer Services,CURRENT,,,,,,,2015-06-01,,,
NBKP,,NEDBANK-P,Nedbank Ltd Pref,Unclassified,Banks,Unclassified,Banks,CURRENT,,,,,,,2015-06-01,,,
EXC,0,EXCEL,Excel Medical Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-12-04,,,
DNLP,,,Dunlop Africa 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-03-15,,,
LHG,ZAE000144671,LITHA,Litha Healthcare Grp Ltd,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,DELISTED,,,,,,,2014-09-10,,,
LHC,,LIFEHC,Life Healthc Grp Hldgs L,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers,CURRENT,,,,,,,2015-06-01,,,
FIT,0,FIT,First International Trst,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-06-24,,,
FIN,ZAE000015244,FINTECH,Fintech Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-12-12,,,
DBNO,,,Durban Rdpt Dp B Options,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-28,,,
TDHP,,,Tradehold Limited A Pref,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
CMO,,CHROMETCO,Chrometco Ltd,Basic Materials,Basic Resources,Mining,Genral Mining,CURRENT,,,,,,,2015-06-01,,,
CML,,CORONAT,Coronation Fund Mngrs Ld,Financials,Financial Services,General Financial,Asset Managers,CURRENT,,,,,,,2015-06-01,,,
CMI,0,CMI,Consol Metallurgical Ind,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-08-14,,,
CMH,,CMH,Combined Motor Hldgs Ltd,Consumer Services,Retail,General Retailers,Speciality Retailers,CURRENT,,,,,,,2015-06-01,,,
PCR,0,PROPCOR,Property Corp Of Sa Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-08-14,,,
CME,,CAMAC,CME:XJSE:EQU,Unclassified,Oil & Gas,Unclassified,,,,,,,,,2015-06-01,,,
CMA,,COMMAND,Command Holdings Limited,Industrials,Industrial Goods & Services,Support Services,Busines Support Services,Suspended,,,,,,,2015-06-01,,,
PCN,ZAE000029674,PARACON,Paracon Holdings Ltd,Technology,Technology,Software & Computer Services,Computer Services,DELISTED,,,,,,,2009-12-31,,,
PCM,,,Protea Checmicals Limited,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-04-03,,,
CMT,,,Cementation Co Afr Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-10-18,,,
CMS,0,CMS,Corporate Man Serv Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-11-10,,,
CMP,ZAE000128179,CIPLAMED,Cipla Medpro SA Ltd,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,DELISTED,,,,,,,2013-07-15,,,
MVGP,,,Mvelaphanda Group Ltd Pf,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,DELISTED,,,,,,,2012-01-03,,,
ORH,0,ORIONHOLD,Orion Selections Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-07-31,,,
DSY,,DISCOVERY,Discovery Ltd,Financials,Insurance,Life Insurance,Life Insurance,CURRENT,,,,,,,2015-06-01,,,
DST,,DISTELL,Distell Group Ltd,Consumer Goods,Food & Beverages,Beverages,Farming & Fishing,CURRENT,,,,,,,2015-06-01,,,
IMRP5,,,Im Redeemablepref5jul23,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
IMRP4,,,Im Redeemablepref4aug21,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
IMRP7,,,Im Redeemablepref7aug21,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
IMRP6,,,Im Redeemablepref6aug21,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
IMRP1,,,Im Redeemablepref1aug21,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
IMRP3,,,Im Redeemablepref3nov21,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
WGR,ZAE000079703,WITS GOLD,Witwatersrand Cons Gold,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2014-04-14,,,
DSG,0,,Dalsig Mining Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-08-05,,,
DSA,0,,Disa Development Corp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-02-25,,,
INP,,INVPLC,Investec Plc,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
INS,,,Insur Outcourcng Manager,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-10-10,,,
INL,,INVLTD,Investec Ltd,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
INM,ZAE000003588,INMINS,Inmins Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-05-20,,,
INH,ZAE000003562,INHOLD,Investec Holdings Ltd,Financials,Financial Services,General Financial,Investment Services,DELISTED,,,,,,,2002-07-25,,,
UHS,ZAE000007589,UNIHOLD,Unihold Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-18,,,
IND,,,Independent Financial Se,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,2008-01-04,,,
INF,ZAE000014478,INFINITI,Infiniti Technologies Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-08-24,,,
ING,,INGENUITY,Ingenuity Property Inv,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
OKO,0,,O K Bazaars 1929 Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-02-04,,,
DON,ZAE000008462,DON,Don Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2014-07-28,,,
GLN,,GLENCORE,Glencore Plc,Basic Materials,Basic Resources,Mining,,CURRENT,,,,,,,2015-06-01,,,
RLZP,ZAE000005930,,Reunert Ltd 5.5% Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2013-07-01,,,
DOC,ZAE000017091,DECOMAC,Decomac Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-08-24,,,
AKJ,0,AKJ,Arthur Kaplan Jewl Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-11-14,,,
DOR,0,,Doornfontein G M Co,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1995-11-03,,,
GLT,ZAE000016820,GLOTEC,Global Technology Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-01-28,,,
BST,0,,Bester Beleggings Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-08-08,,,
BSR,,BASREAD,Basil Read Holdings Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,CURRENT,,,,,,,2015-06-01,,,
BSS,,BSI STEEL,Bsi Steel Limited,Basic Materials,Basic Resources,Industrial Metals,Steel,CURRENT,,,,,,,2015-06-01,,,
BSI,,,Basil Starke Inv Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-01-18,,,
BSG,0,,Basil Starke Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-01-18,,,
BSB,ZAE000013637,BUSBY,The House Of Busby Ltd,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,DELISTED,,,,,,,2008-04-29,,,
HST,0,HISTONE,Highstone Property Fund,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-07-31,,,
AUK,0,AUKLAND,Aukland Health Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-09-11,,,
AUM,ZAE000018313,ACUMEN,Acumen Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-02-20,,,
AUR,,,Aurochs Inv Co S A Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-08-02,,,
SBV,,SABVEST,Sabvest Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,CURRENT,,,,,,,2015-06-01,,,
MMW,ZAE000016333,MMWTECH,Mmw Technology Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-22,,,
MMP,,MARSHALL,Marshall Monteagle Plc,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,CURRENT,,,,,,,2015-06-01,,,
MML,,METMAR,Metmar Ltd,Basic Materials,Basic Resources,Industrial Metals,Nonferrous Metals,CURRENT,,,,,,,2015-06-01,,,
MMI,,MMI HLDGS,Mmi Holdings Limited,Financials,Insurance,Life Insurance,Life Insurance,CURRENT,,,,,,,2015-06-01,,,
MMH,,MIRANDA,Miranda Mineral Hldgs Ld,Basic Materials,Basic Resources,Mining,Genral Mining,Suspended,,,,,,,2015-06-01,,,
ECSP3,,,Ecsponent Pref Share C,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
SBK,,STANBANK,Standard Bank Group Ltd,Financials,Banks,Banks,Banks,CURRENT,,,,,,,2015-06-01,,,
MMG,,MICROMEGA,Micromega Holdings Ltd,Industrials,Industrial Goods & Services,Support Services,Busines Support Services,CURRENT,,,,,,,2015-06-01,,,
SBO,ZAE000006409,SAAMBOU,Saambou Holdings Ltd,Financials,Banks,Banks,Banks,DELISTED,,,,,,,2011-12-23,,,
SBL,ZAE000006383,SABLE,Sable Holdings Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2013-09-02,,,
KOH,0,KOHLER,Kohler Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-08-07,,,
BAT,,BRAIT,Brait Se,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
BAU,,BAUBA,Bauba Platinum Limited,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
ERG,0,ERGO,East Rand Gold & Uran Ord,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1998-06-26,,,
ERA,ZAE000002432,E-R-P-M,East Rand Pty Mines,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2000-11-17,,,
ERB,,ERBACON,Erbacon Inv Hldgs Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,Suspended,,,,,,,2015-06-01,,,
ERL,0,ENROL,Environmental Resources,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-15,,,
KOP,0,,Kopp Electronics Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-02-02,,,
BAM,0,,Barplats Mines Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-06-14,,,
AVM,0,,Avmin Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-12-04,,,
AVN,0,AVINS,Anglovaal Ins Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-07-01,,,
TFGP,,,"Foschini Ltd 6,5%Pref",Unclassified,Unclassified,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
VPF,ZAE000157459,VPIF,Vunani Prop Inv Fund Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,,,,
AVH,0,A-V-HOLD,Anglovaal Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-10-02,,,
EQS,,EQSTRA,Eqstra Holdings Ltd,Industrials,Industrial Goods & Services,General Industrials,Diversified Industrials,CURRENT,,,,,,,2015-06-01,,,
AVI,,A-V-I,Avi Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,CURRENT,,,,,,,2015-06-01,,,
STG,0,,Sth East Rand Gold Hldg,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1996-10-04,,,
STA,,STRATCORP,Stratcorp Ltd,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
STC,ZAE000007084,STORECO,Storeco Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-10-27,,,
STN,,,Storeco Ltd -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-10-27,,,
STH,ZAE000007100,ST-HELENA,St Helena G M Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1999-12-17,,,
STI,ZAE000007118,STILFTN,Stilfonein G M Co Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2009-04-17,,,
STK,ZAE000007126,SILTEK,Siltek Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
STT,ZAE000012837,STANTRN,Stantronic Grp Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-29,,,
STP,,,Stenprop Limited,Financials,,Real Estate Investment & Services,,CURRENT,,,,,,,2015-06-01,,,
STR,ZAE000014999,STRAND,Strand Group Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-04-06,,,
STS,ZAE000007159,STOCKS,Stocks & Stocks Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-04-26,,,
HAG,0,HAGGIE,Haggie Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-29,,,
TFG,,TFG,The Foschini Group Limit,Consumer Services,Retail,General Retailers,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
NCS,,NICTUS,Nictus Ltd,Consumer Services,Retail,General Retailers,Broadline Retailers,CURRENT,,,,,,,2015-06-01,,,
FNT,,,Furntech Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-08-21,,,
FNR,0,,Fenner Group S A Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-08-05,,,
LIB,0,,Libanon G M Co Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1992-09-21,,,
FNG,,,Furniture Fair Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-02-04,,,
FNF,,,Furniture Fair Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-04-09,,,
FNC,0,FURNCO,Furnco Investments Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-07-07,,,
ECOP,,,Edgars Cons 6% Cumpref,Consumer Services,Retail,General Retailers,Apparel Retailers,DELISTED,,,,,,,2007-05-24,,,
FNA,,,Funa Foods Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-04-09,,,
HAR,,HARMONY,Harmony Gm Co Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,CURRENT,,,,,,,2015-06-01,,,
FNI,0,,Fintech Informatics Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-09-13,,,
WTS,ZAE000016853,WHETSTONE,Whetstone Indus Hldgs Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
ACE,,ACCENT,Accentuate Limited,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,CURRENT,,,,,,,2015-06-01,,,
QPG,,QUANTUM,Quantum Prop Group Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,Suspended,,SUSPENDED,,,,,2015-06-01,,,
WTC,ZAE000016168,WENTECH,World Educational Techno,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-11-30,,,
WTH,,,Fred Whitehead Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-04-09,,,
WTL,,WILLTELL,William Tell Holdings Lt,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,Suspended,,SUSPENDED,,,,,2015-06-01,,,
OTRO,,,Otr Mining Ltd Opt,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-08-21,,,
TPC,,TRNPACO,Transpaco Ltd,Industrials,Industrial Goods & Services,General Industrials,Containers & Packaging,CURRENT,,,,,,,2015-06-01,,,
AEC,ZAE000000162,,Anbeeco Investment Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2008-10-13,,,
DLVP,ZAE000002200,,Dorbyl Ltd 5%Pref,Consumer Goods,Food & Beverages,Beverages,Brewers,DELISTED,,,,,,,2014-06-30,,,
NTR,0,NATRAWL,Natal Ocean Trawling Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-06-03,,,
CNFP,,,Congella Fed 6% Cum Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-10-27,,,
RHW,ZAE000005906,RICHWAY,Richway Retail Prop Ltd,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2007-04-13,,,
RHV,0,,Rhombus Vanadium Hldg Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-02-16,,,
KAR,ZAE000003828,KAROS,Karos Hotels Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-11-27,,,
KAP,,KAP,Kap Industrial Hldgs Ltd,Industrials,Industrial Goods & Services,General Industrials,Diversified Industrials,CURRENT,,,,,,,2015-06-01,,,
RHE,0,RHOEX,Rhoex Limited,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-05-18,,,
ACY,ZAE000018149,ACUITY,Acuity Group Holdings,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-09-23,,,
RTO,,REX TRUE,Rex Trueform Cloth Co Ld,Consumer Services,Retail,General Retailers,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
RTN,,REX TRUE,Rex Trueform Cl Co -N-,Consumer Services,Retail,General Retailers,Apparel Retailers,CURRENT,,,,,,,2015-06-01,,,
NEP,,NEPI,New Europe Prop Inv Plc,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
ENR,ZAE000010427,ENERGY,Energy Africa Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-07-30,,,
RFG,,,Rhodes Food Grp Hldg Ltd,Consumer Goods,,Food Producers,,CURRENT,,,,,,,2015-06-01,,,
ENV,ZAE000010989,ENSERV,Enviroserv Holdings Ltd,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,DELISTED,,,,,,,2008-11-03,,,
ENX,,,Enx Group Limited,Industrials,,Industrial Engineering,,CURRENT,,,,,,,2015-06-01,,,
RFN,ZAE000016523,RANDFONTN,Randfontein Estates Ord,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2000-07-07,,,
CZA,,COAL,Coal Of Africa Ltd,Basic Materials,Basic Resources,Mining,Coal,CURRENT,,,,,,,2015-06-01,,,
ATA,,,Anglovaal Ltd -A-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-02-09,,,
ATN,ZAE000029658,ALTRON,Allied Electronics Corp,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,DELISTED,,,,,,,2014-09-10,,,
ATL,,ATLATSA,Atlatsa Resources Corp,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
ATK,0,AUTOMKR,Automakers Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-04-25,,,
IST,ZAE000015798,IST,Ist Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-10-18,,,
ATT,,ATTACQ,Attacq Limited,Financials,Real Estate,Real Estate Investment & Services,,CURRENT,,,,,,,2015-06-01,,,
ATR,,ACTOWERS,Africa Cellular Towers,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,Suspended,,,,,,,2015-06-01,,,
ATS,ZAE000008975,ATLAS,Atlas Properties Ltd,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2007-08-27,,,
ISL,0,,Indsutrial Select Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-08-12,,,
ISB,,INSIMBI,Insimbi Ref & Alloy Sup,Basic Materials,Basic Resources,Industrial Metals,Nonferrous Metals,CURRENT,,,,,,,2015-06-01,,,
ISA,,ISA,Isa Holdings Limited,Technology,Technology,Software & Computer Services,Computer Services,CURRENT,,,,,,,2015-06-01,,,
ATX,,,Arontex Holdings Limited,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-09-27,,,
SET,ZAE000008371,SEARTEC,Seartec Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-08,,,
SER,,SEARDEL,Seardel Inv Corp Ltd,Consumer Goods,Personal & Household Goods,Personal Goods,Clothing & Accessories,CURRENT,,,,,,,2015-06-01,,,
SEP,,SEPHAKU,Sephaku Holdings Ltd,Industrials,Basic Resources,Construction & Materials,Gold Mining,CURRENT,,,,,,,2015-06-01,,,
SEF,0,SEEFF,Seef Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-02-07,,,
HYPC,,,Hyprop Invest Ltd Conv,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2011-10-14,,,
FRC,ZAE000022778,FURNCAP,Furnex Capital Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-03,,,
CFN,0,,Currie Finance Corp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-11-18,,,
FRA,,,Frasers Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-06-21,,,
FRG,0,FREGOLD,F State Consol G GM Ord,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1998-06-26,,,
CLI,,CLIENTELE,Clientele Ltd,Financials,Insurance,Life Insurance,Life Insurance,CURRENT,,,,,,,2015-06-01,,,
FRE,ZAE000002739,FREDDEV,F State Dev And Inv Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-12-22,,,
